Title,Price,Brand,Model,Year of Manufacture,Engine capacity,Mileage,Bike Type,Condition,Trim / Edition,Location,URL
Hero XOOM 125R 2026,"Rs 248,000",Hero,XOOM 125R,2026,125 cc,3 km,Scooters,Brand New,2026,Gampaha City,https://ikman.lk/en/ad/hero-xoom-125r-2026-for-sale-gampaha-18
Suzuki Burgman 2018,"Rs 200,000",Suzuki,Burgman,2018,125 cc,"35,000 km",Motorbikes,Used,Suzuki,Piliyandala,https://ikman.lk/en/ad/suzuki-burgman-2018-for-sale-colombo-108
Bajaj CT100 Brandnew 2026,"Rs 184,500",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,Brandnew 2026,Hanwella,https://ikman.lk/en/ad/bajaj-ct100-brandnew-2026-for-sale-colombo-67
Hero HF Deluxe 2020,"Rs 450,000",Hero,HF Deluxe,2020,110 cc,"32,900 km",Motorbikes,Used,,Batticaloa City,https://ikman.lk/en/ad/hero-hf-deluxe-2020-for-sale-batticaloa-124
TVS iQube Electric 2026,"Rs 128,000",TVS,iQube Electric,2026,3 cc,0 km,E-bikes,Brand New,,Nugegoda,https://ikman.lk/en/ad/tvs-iqube-electric-2026-for-sale-colombo-103
TVS Ntorq 125 2026,"Rs 195,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Tvs,Maharagama,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-516
Bajaj Pulsar N160 2026,"Rs 416,500",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Bajaj,Avissawella,https://ikman.lk/en/ad/bajaj-pulsar-n160-2026-for-sale-colombo-77
TVS Ntorq 125 Brand New 2026,"Rs 178,500",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Brand New,Pannipitiya,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-598
Hero Xoom 110 2025,"Rs 270,000",Hero,Xoom 110,2025,110 cc,0 km,Scooters,Brand New,Xoom 110,Moratuwa,https://ikman.lk/en/ad/hero-xoom-110-2025-for-sale-colombo-466
TVS Ntorq 125 Brand New 2026,"Rs 178,500",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Brand New,Polgasowita,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-597
TVS iQube Electric 2026,"Rs 128,000",TVS,iQube Electric,2026,3 cc,0 km,E-bikes,Brand New,,Piliyandala,https://ikman.lk/en/ad/tvs-iqube-electric-2026-for-sale-colombo-104
Hero Xoom 110 2025,"Rs 715,900",Hero,Xoom 110,2025,110 cc,0 km,Scooters,Brand New,Xoom 110,Moratuwa,https://ikman.lk/en/ad/hero-xoom-110-2025-for-sale-colombo-465
TVS Ntorq 125 Brand New 2026,"Rs 178,500",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Brand New,Rajagiriya,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-596
Hero XOOM 125R 2026,"Rs 248,000",Hero,XOOM 125R,2026,125 cc,3 km,Scooters,Brand New,Hero,Gampaha City,https://ikman.lk/en/ad/hero-xoom-125r-2026-for-sale-gampaha-17
Bajaj Pulsar N160 160 2026,"Rs 416,500",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,160,Hanwella,https://ikman.lk/en/ad/bajaj-pulsar-n160-160-2026-for-sale-colombo-1
TVS Ntorq 125 Brand New 2026,"Rs 178,500",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Brand New,Talawatugoda,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-595
TVS Ntorq Brand New 2026,"Rs 178,500",TVS,Ntorq,2026,125 cc,0 km,Scooters,Brand New,Brand New,Bandaragama,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2026-for-sale-kalutara-6
Bajaj Pulsar 180 2011,"Rs 365,000",Bajaj,Pulsar 180,2011,180 cc,"754,008 km",Motorbikes,Used,,Kinniya,https://ikman.lk/en/ad/bajaj-pulsar-180-2011-for-sale-trincomalee-137
TVS Ntorq 125 Brand New 2026,"Rs 178,500",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Brand New,Wellampitiya,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-594
TVS Ntorq Brand New 2026,"Rs 178,500",TVS,Ntorq,2026,125 cc,0 km,Scooters,Brand New,Brand New,Kelaniya,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2026-for-sale-gampaha-7
TVS Ntorq Brand New 2026,"Rs 149,900",TVS,Ntorq,2026,125 cc,0 km,Scooters,Brand New,Brand New,Colombo 15,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2026-for-sale-colombo-30
Honda Super Cub 2005,"Rs 185,000",Honda,Super Cub,2005,50 cc,"50,000 km",Motorbikes,Used,,Alawwa,https://ikman.lk/en/ad/honda-super-cub-2005-for-sale-kurunegala-16
Hero XOOM 125R 2026,"Rs 248,000",Hero,XOOM 125R,2026,125 cc,2 km,Scooters,Brand New,Hero,Gampaha City,https://ikman.lk/en/ad/hero-xoom-125r-2026-for-sale-gampaha-16
TVS Ntorq 125 2026,"Rs 195,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,TVS,Panadura,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-kalutara-191
TVS Raider 125 Brand New 2026,"Rs 99,700",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Brand New 2026,Kalutara City,https://ikman.lk/en/ad/tvs-raider-125-brand-new-2026-for-sale-kalutara-2
TVS Ntorq 125 2026,"Rs 195,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,TVS,Kaduwela,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-515
Hero Xoom Combat 110 2025,"Rs 719,900",Hero,Xoom Combat,2025,110 cc,0 km,Scooters,Brand New,110,Moratuwa,https://ikman.lk/en/ad/hero-xoom-combat-110-2025-for-sale-colombo-61
Bajaj Discover 125 2026,"Rs 251,000",Bajaj,Discover 125,2026,125 cc,0 km,Motorbikes,Brand New,Bajaj,Embulgama,https://ikman.lk/en/ad/bajaj-discover-125-2026-for-sale-colombo-61
Hero HF Deluxe 2025,"Rs 200,000",Hero,HF Deluxe,2025,100 cc,0 km,Motorbikes,Brand New,Deluxe,Moratuwa,https://ikman.lk/en/ad/hero-hf-deluxe-2025-for-sale-colombo-164
Bajaj Pulsar 135 2012,"Rs 245,000",Bajaj,Pulsar 135,2012,135 cc,"100,000 km",Motorbikes,Used,2012,Panadura,https://ikman.lk/en/ad/bajaj-pulsar-135-2012-for-sale-kalutara-890
TVS Ntorq 2025,"Rs 700,000",TVS,Ntorq,2025,125 cc,"1,669 km",Scooters,Used,,Wennappuwa,https://ikman.lk/en/ad/tvs-ntorq-2025-for-sale-puttalam
Hero HF Deluxe 2025,"Rs 577,900",Hero,HF Deluxe,2025,100 cc,0 km,Motorbikes,Brand New,Deluxe,Moratuwa,https://ikman.lk/en/ad/hero-hf-deluxe-2025-for-sale-colombo-163
TVS Ntorq 125 2026,"Rs 195,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,,Avissawella,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-513
Hero Xtreme 125R 2025,"Rs 776,900",Hero,Xtreme 125R,2025,125 cc,0 km,Motorbikes,Brand New,Xtreme,Moratuwa,https://ikman.lk/en/ad/hero-xtreme-125r-2025-for-sale-colombo-184
TVS Raider 125 2026,"Rs 259,000",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,,Athurugiriya,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-506
Hero Xtreme 125R 2025,"Rs 275,000",Hero,Xtreme 125R,2025,125 cc,0 km,Motorbikes,Brand New,Xtreme,Moratuwa,https://ikman.lk/en/ad/hero-xtreme-125r-2025-for-sale-colombo-183
TVS Raider 125 2026,"Rs 265,000",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,,Piliyandala,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-505
Hero Hunk 160R 4V 2025,"Rs 320,000",Hero,Hunk 160R,2025,160 cc,0 km,Motorbikes,Brand New,4V,Moratuwa,https://ikman.lk/en/ad/hero-hunk-160r-4v-2025-for-sale-colombo-177
Hero Hunk 160R 4V 2025,"Rs 909,900",Hero,Hunk 160R,2025,160 cc,0 km,Motorbikes,Brand New,4V,Moratuwa,https://ikman.lk/en/ad/hero-hunk-160r-4v-2025-for-sale-colombo-178
Bajaj Discover 125 2026,"Rs 251,000",Bajaj,Discover 125,2026,125 cc,0 km,Motorbikes,Brand New,Bajaj,Hanwella,https://ikman.lk/en/ad/bajaj-discover-125-2026-for-sale-colombo-60
Bajaj Discover 125 2026,"Rs 251,000",Bajaj,Discover 125,2026,125 cc,0 km,Motorbikes,Brand New,2026,Avissawella,https://ikman.lk/en/ad/bajaj-discover-125-2026-for-sale-colombo-59
Yamaha Ray ZR 125 2026,"Rs 269,950",Yamaha,Ray ZR,2026,125 cc,0 km,Scooters,Brand New,125,Colombo 15,https://ikman.lk/en/ad/yamaha-ray-zr-125-2026-for-sale-colombo
Bajaj CT100 2026,"Rs 184,500",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,2026,Ranala,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-colombo-116
Bajaj CT100 ES 2026,"Rs 184,500",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,CT100 ES,Embulgama,https://ikman.lk/en/ad/bajaj-ct100-es-2026-for-sale-colombo-95
Bajaj Discover 125 2015,"Rs 80,000",Bajaj,Discover 125,2015,125 cc,"36,000 km",Motorbikes,Used,Bajaj,Piliyandala,https://ikman.lk/en/ad/bajaj-discover-125-2015-for-sale-colombo-774
Bajaj Pulsar 150 2013,"Rs 162,500",Bajaj,Pulsar 150,2013,150 cc,"12,345 km",Motorbikes,Used,2013,Peradeniya,https://ikman.lk/en/ad/bajaj-pulsar-150-2013-for-sale-kandy-514
TVS Ntorq 125 2026,"Rs 159,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,tvs,Colombo 10,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-512
Bajaj CT100 2026,"Rs 184,500",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,2026,Avissawella,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-colombo-115
Hero Xoom Combat 2026,"Rs 359,950",Hero,Xoom Combat,2026,110 cc,0 km,Scooters,Brand New,Combat,Dehiwala,https://ikman.lk/en/ad/hero-xoom-combat-2026-for-sale-colombo-21
Hero Xoom 110 2026,"Rs 357,950",Hero,Xoom 110,2026,110 cc,0 km,Scooters,Brand New,2026,Dehiwala,https://ikman.lk/en/ad/hero-xoom-110-2026-for-sale-colombo-26
TVS Ntorq 125 Brand New 2026,"Rs 174,900",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Brand New,Piliyandala,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-574
Hero HF Deluxe 100Cc 2026,"Rs 288,950",Hero,HF Deluxe,2026,100 cc,0 km,Motorbikes,Brand New,100Cc,Dehiwala,https://ikman.lk/en/ad/hero-hf-deluxe-100cc-2026-for-sale-colombo-4
Bajaj Pulsar 135 2015,"Rs 295,000",Bajaj,Pulsar 135,2015,135 cc,"29,000 km",Motorbikes,Used,2015,Marawila,https://ikman.lk/en/ad/bajaj-pulsar-135-2015-for-sale-puttalam-78
TVS Ntorq Brand New 2026,"Rs 199,700",TVS,Ntorq,2026,125 cc,0 km,Scooters,Brand New,Brand New,Panadura,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2026-for-sale-kalutara-7
Hero XOOM 125R 2026,"Rs 417,950",Hero,XOOM 125R,2026,125 cc,0 km,Scooters,Brand New,2026,Dehiwala,https://ikman.lk/en/ad/hero-xoom-125r-2026-for-sale-colombo-42
TVS Ntorq 125 2026,"Rs 158,500",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,125,Kaduwela,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-548
Yamaha Ray ZR 125 2026,"Rs 269,950",Yamaha,Ray ZR,2026,125 cc,1 km,Scooters,Brand New,125,Miriswatta,https://ikman.lk/en/ad/yamaha-ray-zr-125-2026-for-sale-gampaha-5
TVS Ntorq 125 2026,"Rs 158,500",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,125,Meegoda,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-540
TVS Sport Brand New 2026,"Rs 149,900",TVS,Sport,2026,110 cc,0 km,Motorbikes,Brand New,Brand New,Kesbewa,https://ikman.lk/en/ad/tvs-sport-brand-new-2026-for-sale-colombo-31
TVS Ntorq 125 Brand New 2026,"Rs 158,500",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Brand New,Nawala,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-592
Yamaha Ray ZR 125 2026,"Rs 269,900",Yamaha,Ray ZR,2026,125 cc,0 km,Scooters,Brand New,125,Mawaramandiya,https://ikman.lk/en/ad/yamaha-ray-zr-125-2026-for-sale-gampaha-4
Bajaj Pulsar 150 2019,"Rs 150,000",Bajaj,Pulsar 150,2019,150 cc,"44,000 km",Motorbikes,Used,,Kurunegala City,https://ikman.lk/en/ad/bajaj-pulsar-150-2019-for-sale-kurunegala-602
TVS Ntorq 125 2026,"Rs 158,500",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,TVS,Colombo 9,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-511
TVS Ntorq 125 Brand New 2026,"Rs 159,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Brand New,Colombo 15,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-590
Yamaha Ray ZR Brand New 2026,"Rs 270,000",Yamaha,Ray ZR,2026,125 cc,0 km,Scooters,Brand New,Brand New,Gampaha City,https://ikman.lk/en/ad/yamaha-ray-zr-brand-new-2026-for-sale-gampaha-14
TVS Sport Brand New 2026,"Rs 149,900",TVS,Sport,2026,110 cc,0 km,Motorbikes,Brand New,Brand New,Kaduwela,https://ikman.lk/en/ad/tvs-sport-brand-new-2026-for-sale-colombo-32
TVS Ntorq 125 2026,"Rs 158,500",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,125,Kohuwala,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-510
TVS Ntorq 125 2026,"Rs 158,500",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,TVS,Homagama,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-509
TVS Raider 125 Brand New 2026,"Rs 188,500",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Brand New,Wattala,https://ikman.lk/en/ad/tvs-raider-125-brand-new-2026-for-sale-gampaha-21
TVS Raider 125 Brand New 2026,"Rs 188,500",TVS,Raider 125,2026,125 cc,0 km,Scooters,Brand New,Brand New,Nawala,https://ikman.lk/en/ad/tvs-raider-125-brand-new-2026-for-sale-colombo-25
Bajaj Discover 125 2026,"Rs 250,860",Bajaj,Discover 125,2026,125 cc,0 km,Motorbikes,Brand New,Bajaj,Colombo 14,https://ikman.lk/en/ad/bajaj-discover-125-2026-for-sale-colombo-58
TVS Raider 125 Brand New 2026,"Rs 188,500",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Brand New,Kottawa,https://ikman.lk/en/ad/tvs-raider-125-brand-new-2026-for-sale-colombo-26
Bajaj Discover 125 2026,"Rs 250,860",Bajaj,Discover 125,2026,125 cc,0 km,Motorbikes,Brand New,Bajaj,Peliyagoda,https://ikman.lk/en/ad/bajaj-discover-125-2026-for-sale-gampaha-103
TVS Ntorq Brand New 2026,"Rs 149,900",TVS,Ntorq,2026,125 cc,0 km,Scooters,Brand New,Brand New,Kadawatha,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2026-for-sale-gampaha-8
Bajaj CT100 2016,"Rs 430,000",Bajaj,CT100,2016,100 cc,"50,000 km",Motorbikes,Used,CT100,Wariyapola,https://ikman.lk/en/ad/bajaj-ct100-2016-for-sale-kurunegala-1459
TVS Ntorq Brand New 2026,"Rs 149,900",TVS,Ntorq,2026,125 cc,0 km,Scooters,Brand New,Brand New,Angoda,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2026-for-sale-colombo-31
Bajaj Pulsar N125 Brand new 2026,"Rs 255,000",Bajaj,Pulsar N125,2026,125 cc,0 km,Motorbikes,Brand New,Brand new N125,Mount Lavinia,https://ikman.lk/en/ad/bajaj-pulsar-n125-brand-new-2026-for-sale-colombo-59
Bajaj Pulsar 180 2011,"Rs 355,000",Bajaj,Pulsar 180,2011,180 cc,"88,000 km",Motorbikes,Used,,Horana,https://ikman.lk/en/ad/bajaj-pulsar-180-2011-for-sale-kalutara-428
Honda CD 110 2017,"Rs 350,000",Honda,CD 110,2017,110 cc,"60,000 km",Motorbikes,Used,,Welimada,https://ikman.lk/en/ad/honda-cd-110-2017-for-sale-badulla-1
Bajaj Discover 125 2026,"Rs 198,245",Bajaj,Discover 125,2026,125 cc,0 km,Motorbikes,Brand New,Bajaj,Colombo 13,https://ikman.lk/en/ad/bajaj-discover-125-2026-for-sale-colombo-57
Bajaj Pulsar N160 2026,"Rs 279,135",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Bajaj,Colombo 13,https://ikman.lk/en/ad/bajaj-pulsar-n160-2026-for-sale-colombo-76
Bajaj Pulsar 135 2014,"Rs 345,000",Bajaj,Pulsar 135,2014,135 cc,"50,000 km",Motorbikes,Used,2014,Kandy City,https://ikman.lk/en/ad/bajaj-pulsar-135-2014-for-sale-kandy-465
Bajaj CT100 ES 2026,"Rs 149,000",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,ES,Colombo 14,https://ikman.lk/en/ad/bajaj-ct100-es-2026-for-sale-colombo-92
Hero Splendor i smart 2016,"Rs 310,000",Hero,Splendor i smart,2016,140 cc,"75,000 km",Motorbikes,Used,2016,Sainthamaruthu,https://ikman.lk/en/ad/hero-splendor-i-smart-good-condition-2016-for-sale-ampara
Hero Duet 2019,"Rs 265,000",Hero,Duet,2019,110 cc,"52,500 km",Scooters,Used,,Matale City,https://ikman.lk/en/ad/hero-duet-2019-for-sale-matale
TVS Ntorq 125 Brand New 2026,"Rs 156,800",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Brand New,Kiribathgoda,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-gampaha-119
Bajaj Pulsar N160 Premium 2026,"Rs 279,135",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Premium,Colombo 13,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-colombo-257
Dyno Scooby 125 2022,"Rs 300,000",Dyno,Scooby 125,2022,125 cc,"33,000 km",Scooters,Used,,Wennappuwa,https://ikman.lk/en/ad/dyno-scooby-125-2022-for-sale-puttalam
TVS Ntorq 125 Brand new 2026,"Rs 165,800",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Brand new,Colombo 15,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-634
Bajaj CT100 2025,"Rs 185,000",Bajaj,CT100,2025,100 cc,0 km,Motorbikes,Brand New,CT100,Mount Lavinia,https://ikman.lk/en/ad/bajaj-ct100-2025-for-sale-colombo-1444
Bajaj Pulsar N160 Premium 2026,"Rs 279,135",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Premium,Colombo 15,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-colombo-256
Yamaha MT 15 V2 2025,"Rs 1,460,000",Yamaha,MT 15,2025,160 cc,"4,500 km",Motorbikes,Used,V2,Matara City,https://ikman.lk/en/ad/yamaha-mt-15-v2-2025-for-sale-matara
TVS Ntorq 125 2026,"Rs 159,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,125,Malabe,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-508
Bajaj CT100 2026,"Rs 185,000",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,Bajaj,Mount Lavinia,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-colombo-114
Bajaj CT100 2026,"Rs 149,000",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,Bajaj,Colombo 14,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-colombo-113
Bajaj Pulsar N160 2026,"Rs 279,135",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Bajaj,Kandana,https://ikman.lk/en/ad/bajaj-pulsar-n160-2026-for-sale-gampaha-550
Bajaj CT100 2026,"Rs 149,000",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,Bajaj,Colombo 15,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-colombo-112
Bajaj CT100 2026,"Rs 149,000",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,Bajaj,Wattala,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-gampaha-419
Bajaj CT100 CT 100 ES 2025,"Rs 185,000",Bajaj,CT100,2025,100 cc,0 km,Motorbikes,Brand New,CT 100 ES,Mount Lavinia,https://ikman.lk/en/ad/bajaj-ct100-ct-100-es-2025-for-sale-colombo-91
Bajaj Pulsar N160 Brand New 2026,"Rs 279,135",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Brand New,Wattala,https://ikman.lk/en/ad/bajaj-pulsar-n160-brand-new-2026-for-sale-gampaha-66
Bajaj Pulsar NS200 2018,"Rs 185,000",Bajaj,Pulsar NS200,2018,200 cc,"31,300 km",Motorbikes,Used,BAJAJ,Boralesgamuwa,https://ikman.lk/en/ad/bajaj-pulsar-ns200-2018-for-sale-colombo-1379
TVS Ntorq Brand New 2026,"Rs 149,900",TVS,Ntorq,2026,125 cc,0 km,Scooters,Brand New,Brand New,Colombo 9,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2026-for-sale-colombo-32
TVS Ntorq 125 Brand New 2026,"Rs 158,500",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Brand New,Battaramulla,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-566
Bajaj Pulsar 150 2015,"Rs 549,000",Bajaj,Pulsar 150,2015,150 cc,"55,000 km",Motorbikes,Used,,Digana,https://ikman.lk/en/ad/bajaj-pulsar-150-2015-for-sale-kandy-716
Bajaj CT100 2026,"Rs 149,045",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,Bajaj,Colombo 15,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-colombo-111
Honda Dio 2015,"Rs 480,000",Honda,Dio,2015,109 cc,"59,000 km",Scooters,Used,Honda,Kekirawa,https://ikman.lk/en/ad/honda-dio-good-condition-2015-for-sale-anuradhapura
TVS Ntorq Brand New 2026,"Rs 149,900",TVS,Ntorq,2026,125 cc,0 km,Scooters,Brand New,Brand New,Moratuwa,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2026-for-sale-colombo-33
Bajaj CT100 2026,"Rs 149,045",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,CT100,Colombo 14,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-colombo-110
Bajaj Discover 125 2007,"Rs 250,000",Bajaj,Discover 125,2007,125 cc,"76,000 km",Motorbikes,Used,,Veyangoda,https://ikman.lk/en/ad/bajaj-discover-125-2007-for-sale-gampaha-1898
Bajaj Discover 2010,"Rs 76,500",Bajaj,Discover,2010,135 cc,"29,500 km",Motorbikes,Used,2010,Boralesgamuwa,https://ikman.lk/en/ad/bajaj-discover-2010-for-sale-colombo-2017
TVS Metro 2011,"Rs 145,000",TVS,Metro,2011,110 cc,"29,500 km",Motorbikes,Used,tvs,Boralesgamuwa,https://ikman.lk/en/ad/tvs-metro-2011-for-sale-colombo-159
Hero Hunk 2016,"Rs 86,500",Hero,Hunk,2016,150 cc,"23,500 km",Motorbikes,Used,hero,Boralesgamuwa,https://ikman.lk/en/ad/hero-hunk-2016-for-sale-colombo-1300
Hero Pleasure 2014,"Rs 86,500",Hero,Pleasure,2014,100 cc,"23,500 km",Scooters,Used,hero,Boralesgamuwa,https://ikman.lk/en/ad/hero-pleasure-2014-for-sale-colombo-1806
Hero Xtream 2013,"Rs 36,500",Hero,Xtream,2013,150 cc,"29,500 km",Motorbikes,Used,Hero,Boralesgamuwa,https://ikman.lk/en/ad/hero-xtream-2013-for-sale-colombo-8
Bajaj CT100 2018,"Rs 65,000",Bajaj,CT100,2018,100 cc,"26,500 km",Motorbikes,Used,bajaj,Boralesgamuwa,https://ikman.lk/en/ad/bajaj-ct100-2018-for-sale-colombo-801
Honda Dio 2016,"Rs 116,500",Honda,Dio,2016,110 cc,"23,500 km",Scooters,Used,honda,Boralesgamuwa,https://ikman.lk/en/ad/honda-dio-2016-for-sale-colombo-6278
Yamaha FZ S 2015,"Rs 86,500",Yamaha,FZ S,2015,150 cc,"26,580 km",Motorbikes,Used,2015,Boralesgamuwa,https://ikman.lk/en/ad/yamaha-fz-s-2015-for-sale-colombo-1094
TVS Ntorq 125 Brand New 2026,"Rs 156,800",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Brand New,Colombo 4,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-633
TVS Ntorq 125 Brand New 2021,"Rs 156,800",TVS,Ntorq 125,2021,125 cc,0 km,Scooters,Brand New,Brand New,Colombo 11,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2021-for-sale-colombo-186
TVS Ntorq Brand New 2026,"Rs 168,500",TVS,Ntorq,2026,125 cc,0 km,Scooters,Brand New,Brand New,Kiribathgoda,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2026-for-sale-gampaha-9
KTM Duke 160 2026,"Rs 771,880",KTM,Duke,2026,160 cc,0 km,Motorbikes,Brand New,KTM DUKE 160,Dehiwala,https://ikman.lk/en/ad/ktm-duke-160-2026-for-sale-colombo-5
TVS Ntorq Brand New 2026,"Rs 149,900",TVS,Ntorq,2026,125 cc,0 km,Scooters,Brand New,Brand New,Wellampitiya,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2026-for-sale-colombo-34
TVS Raider 125 2025,"Rs 645,000",TVS,Raider 125,2025,125 cc,"4,935 km",Motorbikes,Used,TVS,Boralesgamuwa,https://ikman.lk/en/ad/tvs-raider-125-2025-for-sale-colombo-3253
Bajaj Boxer 2003,"Rs 158,000",Bajaj,Boxer,2003,100 cc,"87,000 km",Motorbikes,Used,Boxer,Ruwanwella,https://ikman.lk/en/ad/bajaj-boxer-2003-for-sale-kegalle-35
Yamaha TW 200 2007,"Rs 690,000",Yamaha,TW 200,2007,200 cc,"72,000 km",Motorbikes,Used,TW 200,Kandy City,https://ikman.lk/en/ad/yamaha-tw-200-2007-for-sale-kandy-2
Bajaj Pulsar 150 2020,"Rs 735,000",Bajaj,Pulsar 150,2020,150 cc,"35,000 km",Motorbikes,Used,2020,Ja-Ela,https://ikman.lk/en/ad/bajaj-pulsar-150-plusar-2020-for-sale-gampaha-1
